participant_id,trial_order,trial_id,repeat_index_for_video,clip_team_id,clip_number,source,scene_sequence,camera_id,interactive_obj,clip_name,video_link,text_description,image_link,scene_image_rgb,vlm_image_link,interaction_type,pred_interaction,human_state,object_property,spatial_context,risk_factor,gt_human_bbox,gt_object_bbox,pred_human_bbox,pred_object_bbox,form_edit_url,form_published_url,vlm_inference,selected_frame_index
P084,6,office_1_event_16_largebox_0001_kicking_001562_001658.mp4,2,55,150,Hunavsim,Office,1,largebox_0001,office_1_event_16_largebox_0001_kicking_001562_001658.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCHuOLoRd9BSK4ySPg-AbiJAXKJNL4Hy-T615E53RS2NcM,"A person in dark clothing kicks a large cardboard box in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_16_largebox_0001_kicking_001562_001658\vlm_input_image\frame_001587.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_16_largebox_0001_kicking_001562_001658\vlm_input_image\frame_001587.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_16_largebox_0001_kicking_001562_001658\vlm_input_image\frame_001587.png,kicking,kicking,normal,bulky,narrow_corridor,none,"[267, 107, 373, 373]","[378, 315, 447, 375]","[267, 107, 373, 373]","[378, 315, 447, 375]",,,VLM: kicking; human_state=normal; object_property=bulky; spatial_context=narrow_corridor; risk_factor=none; selected_frame=1587; gt_interaction=kicking,1587
P084,7,warehouse_2_event_01_trashcan_0001_carry_000004_000133.mp4,1,43,35,Hunavsim,Warehouse,2,trashcan_0001,warehouse_2_event_01_trashcan_0001_carry_000004_000133.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQC60MhnajYVRY4vBK3xqKSuAXP0ECvfntQ2e9aGd_1ajVA,"A person in a dark outfit or purple pants carries a trash can in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_2_event_01_trashcan_0001_carry_000004_000133\vlm_input_image\frame_000007.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_2_event_01_trashcan_0001_carry_000004_000133\vlm_input_image\frame_000007.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_2_event_01_trashcan_0001_carry_000004_000133\vlm_input_image\frame_000007.png,carry,carrying,strained,large,open_space,object_motion_risk,"[207, 0, 434, 489]","[144, 123, 229, 218]","[193, 0, 413, 477]","[139, 119, 231, 220]",,,VLM: carrying; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=7; gt_interaction=carry,7
P084,8,nvidia-aud-2019-04-18_2_image_0_carrying_000093_000177_H14_O4.mp4,1,8,9,JRDB,nvidia-aud-2019-04-18_2,0,machines,nvidia-aud-2019-04-18_2_image_0_carrying_000093_000177_H14_O4.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBIQ763YXJoSIynUQN-vUY2AcHdG7TcPPb4hWwbjnBVKDQ,A dark-clothed person walking along a glass wall carries a small machine-like item near their side.,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\nvidia-aud-2019-04-18_2_image_0_carrying_000093_000177_H14_O4\vlm_input_image\frame_000037.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\nvidia-aud-2019-04-18_2_image_0_carrying_000093_000177_H14_O4\vlm_input_image\frame_000037.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\nvidia-aud-2019-04-18_2_image_0_carrying_000093_000177_H14_O4\vlm_input_image\frame_000037.jpg,carrying,hold,normal,large,open_space,none,"[468, 143, 514, 282]","[491, 162, 522, 198]","[468, 143, 514, 282]","[491, 162, 522, 198]",,,VLM: hold; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=37; gt_interaction=carrying,37
P084,9,office_1_event_51_monitor_0002_lifting_002392_002418.mp4,1,60,165,Hunavsim,Office,1,monitor_0002,office_1_event_51_monitor_0002_lifting_002392_002418.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQB_xX-klSwvRospd5y4j9IcAUh3WCljbb58PFYAzewe0I8,"A person in a white or gray outfit lifts a computer monitor in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_51_monitor_0002_lifting_002392_002418\vlm_input_image\frame_002403.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_51_monitor_0002_lifting_002392_002418\vlm_input_image\frame_002403.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_51_monitor_0002_lifting_002392_002418\vlm_input_image\frame_002403.png,lifting,lifting,strained,large,open_space,object_motion_risk,"[248, 104, 392, 375]","[350, 221, 435, 326]","[248, 104, 392, 375]","[350, 221, 435, 326]",,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=2403; gt_interaction=lifting,2403
P084,10,warehouse_1_event_21_plasticbox_0001_kicking_000971_001045.mp4,2,44,14,Hunavsim,Warehouse,1,plasticbox_0001,warehouse_1_event_21_plasticbox_0001_kicking_000971_001045.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQB5NmgBRT-VRLBIC9UbOEANAbgaKDMbq-Zi9FrZOoufhp4,"A worker in a yellow safety vest or a light uniform kicks a plastic storage box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_21_plasticbox_0001_kicking_000971_001045\vlm_input_image\frame_001005.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_1_event_21_plasticbox_0001_kicking_000971_001045\vlm_input_image\frame_001005.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_21_plasticbox_0001_kicking_000971_001045\vlm_input_image\frame_001005.png,kicking,kicking,normal,large,open_space,object_motion_risk,"[278, 155, 364, 325]","[273, 297, 342, 333]","[278, 155, 364, 325]","[273, 297, 342, 333]",,,VLM: kicking; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=1005; gt_interaction=kicking,1005
P085,1,warehouse_1_event_21_plasticbox_0001_kicking_000971_001045.mp4,1,44,14,Hunavsim,Warehouse,1,plasticbox_0001,warehouse_1_event_21_plasticbox_0001_kicking_000971_001045.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQB5NmgBRT-VRLBIC9UbOEANAbgaKDMbq-Zi9FrZOoufhp4,"A worker in a yellow safety vest or a light uniform kicks a plastic storage box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_21_plasticbox_0001_kicking_000971_001045\vlm_input_image\frame_001005.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_1_event_21_plasticbox_0001_kicking_000971_001045\vlm_input_image\frame_001005.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_21_plasticbox_0001_kicking_000971_001045\vlm_input_image\frame_001005.png,kicking,kicking,normal,large,open_space,object_motion_risk,"[278, 155, 364, 325]","[273, 297, 342, 333]","[278, 155, 364, 325]","[273, 297, 342, 333]",,,VLM: kicking; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=1005; gt_interaction=kicking,1005
P085,2,hospital_1_event_19_trashcan_0001_kicking_001613_001669.mp4,4,48,118,Hunavsim,Hospital,1,trashcan_0001,hospital_1_event_19_trashcan_0001_kicking_001613_001669.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCvyQx44pwJSpL97vrBiz7VAfgocB7olZBoLPUhc7iNXec,"A person in dark clothing near the hospital wall kicks a trash can in a hospital hallway with windows, yellow railings, benches, and blue storage carts.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_19_trashcan_0001_kicking_001613_001669\vlm_input_image\frame_001638.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_19_trashcan_0001_kicking_001613_001669\vlm_input_image\frame_001638.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_19_trashcan_0001_kicking_001613_001669\vlm_input_image\frame_001638.png,kicking,kicking,normal,small,narrow_corridor,none,"[274, 109, 366, 370]","[420, 323, 468, 381]","[274, 109, 366, 370]","[418, 321, 468, 381]",,,VLM: kicking; human_state=normal; object_property=small; spatial_context=narrow_corridor; risk_factor=none; selected_frame=1638; gt_interaction=kicking,1638
P085,3,warehouse_3_event_42_largebox_0002_lift_002347_002619.mp4,2,45,84,Hunavsim,Warehouse,3,largebox_0002,warehouse_3_event_42_largebox_0002_lift_002347_002619.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDsZrgSbhw1TrOXYJPqMde-Ad-ZFkGS2l5uMn4j8Yoc_Sc,"A person in a white or light gray outfit lifts a large cardboard box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_3_event_42_largebox_0002_lift_002347_002619\vlm_input_image\frame_002567.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_3_event_42_largebox_0002_lift_002347_002619\vlm_input_image\frame_002567.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_3_event_42_largebox_0002_lift_002347_002619\vlm_input_image\frame_002567.png,lift,lifting,normal,large,open_space,object_motion_risk,"[254, 68, 387, 411]","[255, 271, 346, 362]","[254, 68, 387, 411]","[255, 271, 346, 362]",,,VLM: lifting; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=2567; gt_interaction=lift,2567
P085,4,office_1_event_35_suitcase_0001_kicking_001926_001970.mp4,4,66,157,Hunavsim,Office,1,suitcase_0001,office_1_event_35_suitcase_0001_kicking_001926_001970.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDDlxR7mBZwQZHbg1VRqzrUAVfSWM__-h8t9Wm6j0EEHug,"A person in dark clothing kicks a suitcase in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_35_suitcase_0001_kicking_001926_001970\vlm_input_image\frame_001934.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_35_suitcase_0001_kicking_001926_001970\vlm_input_image\frame_001934.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_35_suitcase_0001_kicking_001926_001970\vlm_input_image\frame_001934.png,kicking,kicking,normal,large,narrow_corridor,none,"[280, 111, 362, 371]","[336, 280, 403, 371]","[280, 111, 362, 371]","[336, 280, 403, 371]",,,VLM: kicking; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=none; selected_frame=1934; gt_interaction=kicking,1934
P085,5,jordan-hall-2019-04-22_0_image_0_carrying_000852_000927_H66_O65000.mp4,5,28,32,JRDB,jordan-hall-2019-04-22_0,0,crutch,jordan-hall-2019-04-22_0_image_0_carrying_000852_000927_H66_O65000.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBi7okqQ9sBT5S6U1eFIOxzATwDJVYPXnCjp9zwfhRRLCw,A woman in a patterned top and white shorts carries a crutch-like object near a group of people in a hallway.,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\jordan-hall-2019-04-22_0_image_0_carrying_000852_000927_H66_O65000\vlm_input_image\frame_000013.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\jordan-hall-2019-04-22_0_image_0_carrying_000852_000927_H66_O65000\vlm_input_image\frame_000013.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\jordan-hall-2019-04-22_0_image_0_carrying_000852_000927_H66_O65000\vlm_input_image\frame_000013.jpg,carrying,hold,normal,large,narrow_corridor,none,"[431, 84, 570, 379]","[499, 163, 557, 393]","[431, 84, 570, 379]","[499, 163, 557, 393]",,,VLM: hold; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=none; selected_frame=13; gt_interaction=carrying,13
P085,6,office_1_event_91_largebox_0001_carrying_003885_003932.mp4,4,55,183,Hunavsim,Office,1,largebox_0001,office_1_event_91_largebox_0001_carrying_003885_003932.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAoYngm5DsDTIDJMGSnwXnoASHUd6W_RdAc4rpKR0AIn8o,"A person in a white or gray outfit carries a large cardboard box in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_91_largebox_0001_carrying_003885_003932\vlm_input_image\frame_003891.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_91_largebox_0001_carrying_003885_003932\vlm_input_image\frame_003891.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_91_largebox_0001_carrying_003885_003932\vlm_input_image\frame_003891.png,carrying,carrying,normal,large,narrow_corridor,none,"[267, 109, 372, 368]","[215, 269, 273, 328]","[267, 109, 372, 368]","[215, 269, 273, 328]",,,VLM: carrying; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=none; selected_frame=3891; gt_interaction=carrying,3891
P085,7,warehouse_3_event_11_smallbox_0001_carrying_000801_000905.mp4,5,42,65,Hunavsim,Warehouse,3,smallbox_0001,warehouse_3_event_11_smallbox_0001_carrying_000801_000905.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBFY61LIznoQ7SP7meMorGAAV4x5TPyPY8mXKeG1eh2pp8,"A worker in a yellow safety vest or a light uniform carries a small box in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_3_event_11_smallbox_0001_carrying_000801_000905\vlm_input_image\frame_000836.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_3_event_11_smallbox_0001_carrying_000801_000905\vlm_input_image\frame_000836.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_3_event_11_smallbox_0001_carrying_000801_000905\vlm_input_image\frame_000836.png,carrying,carrying,normal,small,open_space,none,"[267, 111, 371, 371]","[299, 186, 339, 211]","[267, 111, 371, 371]","[299, 186, 339, 211]",,,VLM: carrying; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=836; gt_interaction=carrying,836
P085,8,office_1_event_175_monitor_0005_putting_down_007803_007835.mp4,4,63,215,Hunavsim,Office,1,monitor_0005,office_1_event_175_monitor_0005_putting_down_007803_007835.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQD0z_dL8tidRYKtXVZdMTBcAQNGWPQs_1gBZbI3F8N0vt0,"A person in a dark top near the office doorway puts down a computer monitor in a bright office room with desks, black chairs, computer monitors, doorway signage, and wall decorations.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_175_monitor_0005_putting_down_007803_007835\vlm_input_image\frame_007830.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_175_monitor_0005_putting_down_007803_007835\vlm_input_image\frame_007830.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_175_monitor_0005_putting_down_007803_007835\vlm_input_image\frame_007830.png,putting_down,putting_down,strained,large,narrow_corridor,none,"[247, 110, 390, 370]","[263, 286, 368, 377]","[247, 110, 390, 370]","[263, 286, 368, 377]",,,VLM: putting_down; human_state=strained; object_property=large; spatial_context=narrow_corridor; risk_factor=none; selected_frame=7830; gt_interaction=putting_down,7830
P085,9,hospital_1_event_33_plasticbox_0001_kicking_003197_003283.mp4,3,52,127,Hunavsim,Hospital,1,plasticbox_0001,hospital_1_event_33_plasticbox_0001_kicking_003197_003283.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCIU0OPD46pRpxEpMSL-O99ASKAgl2HmOeBU-2GL9V2G7w,"A person in patterned pants or dark clothing kicks a plastic storage box near hospital stairs, blue storage racks, yellow bins, and a wall-mounted medical table.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_33_plasticbox_0001_kicking_003197_003283\vlm_input_image\frame_003219.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_33_plasticbox_0001_kicking_003197_003283\vlm_input_image\frame_003219.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_33_plasticbox_0001_kicking_003197_003283\vlm_input_image\frame_003219.png,kicking,kicking,normal,large,open_space,none,"[264, 104, 377, 375]","[287, 337, 373, 392]","[264, 104, 377, 375]","[287, 337, 373, 392]",,,VLM: kicking; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=3219; gt_interaction=kicking,3219
P085,10,gates-foyer-2019-01-17_0_image_0_packing_001326_001386_H8_O65002.mp4,2,6,6,JRDB,gates-foyer-2019-01-17_0,0,trolley,gates-foyer-2019-01-17_0_image_0_packing_001326_001386_H8_O65002.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQA20gXGBkQeSYl8hvdP1pEaAZuQIXxkOxbsuyOvAxlaVWg,A dark-topped person near the doorway packs items into a low trolley positioned in front of them.,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\gates-foyer-2019-01-17_0_image_0_packing_001326_001386_H8_O65002\vlm_input_image\frame_000031.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\gates-foyer-2019-01-17_0_image_0_packing_001326_001386_H8_O65002\vlm_input_image\frame_000031.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\gates-foyer-2019-01-17_0_image_0_packing_001326_001386_H8_O65002\vlm_input_image\frame_000031.jpg,packing,hold,normal,large,open_space,none,"[265, 203, 348, 332]","[229, 205, 376, 320]","[265, 203, 348, 332]","[229, 205, 376, 320]",,,VLM: hold; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=31; gt_interaction=packing,31
P086,1,hospital_1_event_35_floorlamp_0001_carrying_003468_003512.mp4,4,53,129,Hunavsim,Hospital,1,floorlamp_0001,hospital_1_event_35_floorlamp_0001_carrying_003468_003512.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCbZcl8v1KbRaKhqW9LMCNfAaWGW1Qli06woNEXb4Rb_a8,"A person in patterned pants or dark clothing carries a floor lamp near hospital stairs, blue storage racks, yellow bins, and a wall-mounted medical table.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_35_floorlamp_0001_carrying_003468_003512\vlm_input_image\frame_003502.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_35_floorlamp_0001_carrying_003468_003512\vlm_input_image\frame_003502.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_35_floorlamp_0001_carrying_003468_003512\vlm_input_image\frame_003502.png,carrying,carrying,normal,large,crowded,none,"[99, 0, 328, 498]","[258, 109, 377, 324]","[91, 37, 271, 437]","[253, 119, 381, 317]",,,VLM: carrying; human_state=normal; object_property=large; spatial_context=crowded; risk_factor=none; selected_frame=3502; gt_interaction=carrying,3502
P086,2,office_1_event_57_largetable_0002_placing_002648_002664.mp4,4,58,171,Hunavsim,Office,1,largetable_0002,office_1_event_57_largetable_0002_placing_002648_002664.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDzgRjOyu8mQa5lqi1xFa4_AfsDgqE4YykxvHeT7giRRls,"A person in a white or gray outfit places a large table in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_57_largetable_0002_placing_002648_002664\vlm_input_image\frame_002659.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_57_largetable_0002_placing_002648_002664\vlm_input_image\frame_002659.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_57_largetable_0002_placing_002648_002664\vlm_input_image\frame_002659.png,placing,lifting,strained,large,open_space,object_motion_risk,"[234, 112, 405, 371]","[159, 231, 306, 363]","[153, 109, 405, 371]","[159, 231, 306, 363]",,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=2659; gt_interaction=placing,2659
P086,3,hospital_1_event_18_tripod_0001_putting_down_001365_001402.mp4,3,49,116,Hunavsim,Hospital,1,tripod_0001,hospital_1_event_18_tripod_0001_putting_down_001365_001402.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDpj9qSktm0T7QOZjLWnqq6AeiAmbIqrYoa7fePdiEw48U,"A person in dark clothing near the hospital wall puts down a tripod in a hospital hallway with windows, yellow railings, benches, and blue storage carts.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_18_tripod_0001_putting_down_001365_001402\vlm_input_image\frame_001393.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_18_tripod_0001_putting_down_001365_001402\vlm_input_image\frame_001393.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_18_tripod_0001_putting_down_001365_001402\vlm_input_image\frame_001393.png,putting_down,carrying,strained,large,narrow_corridor,object_motion_risk,"[243, 110, 396, 370]","[149, 248, 463, 361]","[237, 105, 401, 371]","[145, 247, 465, 365]",,,VLM: carrying; human_state=strained; object_property=large; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=1393; gt_interaction=putting_down,1393
P086,4,office_1_event_138_trashcan_0001_lifting_005070_005112.mp4,5,68,192,Hunavsim,Office,1,trashcan_0001,office_1_event_138_trashcan_0001_lifting_005070_005112.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCGLZ1xOeYGT7LqKCq9fweCASC3QOGojjuK_7JKf6dXAik,"A person in a pink or light-colored outfit lifts a trash can in a bright office room with desks, black chairs, computer monitors, doorway signage, and wall decorations.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_138_trashcan_0001_lifting_005070_005112\vlm_input_image\frame_005097.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_138_trashcan_0001_lifting_005070_005112\vlm_input_image\frame_005097.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_138_trashcan_0001_lifting_005070_005112\vlm_input_image\frame_005097.png,lifting,lifting,normal,small,open_space,none,"[190, 110, 262, 369]","[172, 227, 213, 278]","[185, 109, 265, 369]","[172, 227, 213, 278]",,,VLM: lifting; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=5097; gt_interaction=lifting,5097
P086,5,office_1_event_16_largebox_0001_kicking_001562_001658.mp4,4,55,150,Hunavsim,Office,1,largebox_0001,office_1_event_16_largebox_0001_kicking_001562_001658.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCHuOLoRd9BSK4ySPg-AbiJAXKJNL4Hy-T615E53RS2NcM,"A person in dark clothing kicks a large cardboard box in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_16_largebox_0001_kicking_001562_001658\vlm_input_image\frame_001587.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_16_largebox_0001_kicking_001562_001658\vlm_input_image\frame_001587.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_16_largebox_0001_kicking_001562_001658\vlm_input_image\frame_001587.png,kicking,kicking,normal,bulky,narrow_corridor,none,"[267, 107, 373, 373]","[378, 315, 447, 375]","[267, 107, 373, 373]","[378, 315, 447, 375]",,,VLM: kicking; human_state=normal; object_property=bulky; spatial_context=narrow_corridor; risk_factor=none; selected_frame=1587; gt_interaction=kicking,1587
P086,6,tressider-2019-04-26_0_image_8_packing_000138_000195_H24_O7.mp4,2,10,13,JRDB,tressider-2019-04-26_0,8,bag,tressider-2019-04-26_0_image_8_packing_000138_000195_H24_O7.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQClrr_GZscKTqrAoPLVsGGPAbBL5v6uE2QOxom_rMB0Hjo,A close person in a black shirt and dark pants packs a small bag near a black counter with monitors.,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\tressider-2019-04-26_0_image_8_packing_000138_000195_H24_O7\vlm_input_image\frame_000008.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\tressider-2019-04-26_0_image_8_packing_000138_000195_H24_O7\vlm_input_image\frame_000008.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\tressider-2019-04-26_0_image_8_packing_000138_000195_H24_O7\vlm_input_image\frame_000008.jpg,packing,hold,normal,small,crowded,none,"[667, 158, 752, 478]","[596, 321, 752, 480]","[667, 158, 752, 478]","[596, 321, 752, 480]",,,VLM: hold; human_state=normal; object_property=small; spatial_context=crowded; risk_factor=none; selected_frame=8; gt_interaction=packing,8
P086,7,office_1_event_35_suitcase_0001_kicking_001926_001970.mp4,5,66,157,Hunavsim,Office,1,suitcase_0001,office_1_event_35_suitcase_0001_kicking_001926_001970.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDDlxR7mBZwQZHbg1VRqzrUAVfSWM__-h8t9Wm6j0EEHug,"A person in dark clothing kicks a suitcase in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_35_suitcase_0001_kicking_001926_001970\vlm_input_image\frame_001934.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_35_suitcase_0001_kicking_001926_001970\vlm_input_image\frame_001934.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_35_suitcase_0001_kicking_001926_001970\vlm_input_image\frame_001934.png,kicking,kicking,normal,large,narrow_corridor,none,"[280, 111, 362, 371]","[336, 280, 403, 371]","[280, 111, 362, 371]","[336, 280, 403, 371]",,,VLM: kicking; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=none; selected_frame=1934; gt_interaction=kicking,1934
